LABEL,DATE_TIME,TEXT,PREPROCESSED_TEXT
1,Fri May 29 10:14:47 2009,"@jodymal yep, that seems to be working.  less features but really I don't need fancy, I just need something that works. ",body yep seem work less feature really need fancy need cometh work
1,Fri May 22 07:37:54 2009,"@paigeclay haha, now thatï¿½s just stupid! good answer you gave her ;) the best thing in those fights is to just laugh it off, like u did ",paigeclay hata thatï¿½ stupid good answer gave best thing fight laugh like u 
1,Tue May 26 22:53:36 2009,So excited for tomorrow!!!!!! My daddy is taking me shopping all day tell I find the perfect dress!!! AAAHHHHHHH!! Im so excited!!!!!!!!! ,exit tomorrow daddy take shop day tell find perfect dress aaahhhhhhh exit
0,Sun May 31 07:15:21 2009,"wish i could download @sillett 's new version of the excellent shortwave log. unfortunately, the download link seems invisible to me. ",wish could download silent new version expel shortwav log unfortun download link seem 
0,Thu May 14 07:53:07 2009,@uberproject will there be any other dates this year at all ? Working both those dates ,uberproject date year work date
0,Mon Jun 15 00:13:54 2009,@levelsmc  ur in majorca now......... im not ,levels majora ......... 
0,Fri May 22 02:06:22 2009,Evie is poorly  http://apps.facebook.com/catbook/profile/view/620328,evil poorly http //apps.facebook.com/catbook/profile/view/620328
1,Wed Jun 03 03:51:34 2009,@h0wReYa Hey ya! Ãdv a twitteren! ,h0wreya hey adv twitter
0,Tue Apr 07 01:04:04 2009,@lizp02x oh man that sucks! I'm hoping to go to school HAPPY tomorrow or else it won't be good  ahhh,lizp02x oh man suck hope go school happy tomorrow el wo good ah
1,Sat May 30 08:21:28 2009,YAY! I survived sundown marathon... applying &quot;counterpain&quot; now.. ,may survive sundown marathon ... apply quit counterpart quit 
1,Sat May 02 07:23:07 2009,is fake tanning yet again! ,face yet 
1,Wed Jun 03 06:18:41 2009,I've change mi pic  boring the last one.,change mi pick bore last one
1,Sun Jun 07 14:27:18 2009,@djspanky If u say so mine lays down in my lap so I dont have problems with her  shes a good puppy,djspanki u say mine lay lap dont problem good puppy
1,Wed Jun 03 01:28:02 2009,Looks like Tom's gonna win this  Good job McFly'ers  Keep voting when they've picked out the top 100! xx,look like tom na win good job mcfly'er keep vote pick top 100 xx
0,Sat Jun 20 12:26:38 2009,why isn't twitter so fast on my psp? ,twitter fast pp
0,Fri Jun 19 07:04:23 2009,"never be sad for what is over, just be glad that it was once yours. ",never sad glad wa 
0,Fri May 29 21:14:10 2009,Cant stop thinking of u...... is it love of first sight? Or it is a mistake  Not sure if he love me  or he move back with his fiancee?,stop think u ...... love first sight mistake sure love move back hi fiance
0,Mon Jun 01 02:52:14 2009,well back to sleep all by myself  ,well back sleep 
0,Wed Jun 17 18:03:02 2009,I am angry with @sunshinerocker She never answered me. Hmmff! ,angry sunshinerock never answer muff
1,Sat Jun 06 03:25:58 2009,come on button:hamilton  hopefully the championship is in the bag ,come button hamilton hope championship bag
1,Fri Jun 05 15:13:31 2009,@freelancerant back from the dead indeed  And I'm on a mission now! Thanks for the #followfriday love ,freelanc back dead ind mission thank followfriday love
0,Mon Jun 15 13:39:20 2009,@kuwxlady125 !!! omg r u OK? (not physically) ,kuwxlady125 org r u ok physics
0,Fri May 22 06:28:19 2009,@RattieLovers OMG I didn't think it could be this serious. DAMN  I will take them ASAP..,rattielov org think could serious damn take sap 
1,Thu Jun 04 22:57:02 2009," What a feeling ~ Love this!! Thank you for props, RBs &amp; replies  @LisaWorld @doreenatdms @ttimechitchat @pi... â« http://blip.fm/~7nyu0",feel love thank prop amp reply lisaworld doreenatdm ttimechitchat ... « http //blip.fm/~7nyu0
1,Wed Jun 03 06:52:51 2009,Good morning! ,good 
0,Sat Jun 06 08:07:17 2009,I'm so lazy today  I should have read some paper ... but I haven't at all,lazy today read paper ... 
0,Fri Jun 19 01:56:15 2009,Has just joined twitter and has no one to follow ,ha join twitter ha one follow
1,Fri Jun 05 19:36:18 2009,just watched http://bit.ly/BPP4d  and http://bit.ly/gtEB  simultaniously ,watch http //bit.ly/bpp4d http //bit.ly/gteb simultani
0,Tue Jun 16 04:44:56 2009,Wish I had money to go to Friday's game ,wish money go friday game
1,Sun May 31 05:35:25 2009,going out in a min withh mmyy friends Howw cool ,go min may friend cool
1,Sat May 30 04:59:28 2009,500th update! tweet tweet ,500th update sweet sweet
0,Sat May 09 23:47:07 2009,My pillow smells like coffee. ,pillow smell like 
1,Sun Jun 07 08:26:44 2009,@PaulieCooks I quit smoking in September!  I saw that you are losing the pounds too eh eh eh?!,pauliecook quit smoke september saw lose pound eh eh eh
1,Sun May 31 18:06:29 2009,finished watching the Hills finale;the last episode with Lauren  and now watching MTV Movie Awards!  finalyyy!,finish watch hill final last episode laurel watch mt move award finally
0,Sun Apr 19 03:36:20 2009,"@draganababy i sympathize with you, i have work tomorrow ",draganababi sympathy work tomorrow
1,Sat Jun 06 05:28:34 2009,"@cleaninggirl *g* as long as u know its not gonna happen i suppose its fine  (the auth i talked about killed tea &amp; so on, not the best)",cleaninggirl g long u know na happen support fine auto talk kill tea amp best
0,Fri May 29 08:16:06 2009,"My sisters in laws house, car and tree got hit by lightning last night! Aint that some shit lol its on the news, awww me sorry ",sister law car tree got hit light last night aunt shit news www sorry
1,Mon May 18 06:00:01 2009,".@dawn_armfield I guess it is just a fun toy for now. My favourite book when I was a kid was an old Atlas, so this site is awesome ",dawn_armfield guess fun toy favourite book wa kid wa old atlas site awesom
1,Sat Jun 06 23:23:36 2009,should i go home or go buy something for Diyanah?  - http://tweet.sg,go home go buy cometh diana http //tweet.sg
1,Sat May 09 21:01:24 2009,Looking forward to Sunday b/c the weather should be warm and sunny ,look forward sunday bc weather warm sunny
0,Sun Jun 07 05:04:10 2009,says boored  http://plurk.com/p/z2laq,say boor http //plurk.com/p/z2laq
1,Sun Jun 07 18:51:51 2009,@JennaLeighT  Neighbour might be giving you a good view lol ,jennaleight neighbour might give good view 
0,Fri May 01 23:17:49 2009,@TinaLaRoo i just spent the last five hours trying to unpack clothes still not close! ,tinalaroo spent last five hour try unpack cloth still close
0,Sun May 03 09:11:31 2009,Thank God tomorrow is a day off. Although I'm getting up at 8 or 9 to revise ,thank god tomorrow day although get 8 9 rev
0,Fri May 29 17:59:00 2009,Battery running out  Still 2 hours until boarding. Double ,battery run still 2 hour board doubt
1,Sun Jun 07 15:54:25 2009,Okay im of to bedfordshire to watch Harry Potter and the prisoner of Azkaban  nighty night. ''oh yea ive been beaten loads of times hmm''x,okay bedfordshir watch harris porter prison azkaban night night '' oh yea give beaten load time '' x
1,Sun May 17 11:31:58 2009,Song of the Day. &quot;It's All Wrong But It's Alright&quot; by Michael Johns!  I miss this guy. LOL,song day quit wrong alright quit michael john miss guy 
1,Sat Jun 06 04:18:31 2009,@allabtanimation It's at http://in.groups.yahoo.com/group/TheComicsClub/ And I shall update you as it happens. ,allabtanim http //.groups.yahoo.com/group/thecomicsclub/ shall update happen
1,Fri May 29 21:23:33 2009,Going to eat fajitas. Glad I'm not stuck at work tonight even though it would have been fun. I'm torn ,go eat faith glad stuck work tonight even though would fun torn
0,Mon Jun 22 17:15:25 2009,@tedmurphy I am crazy ,tedmurphi crazy
0,Fri Jun 19 18:12:58 2009,so it has been made official...I am NOT going to EDC...bummer ,ha made office ... go etc ... summer
0,Thu Jun 25 10:10:08 2009,Ugh! Packing sucks! ,ugh pack suck
0,Sun Jun 07 19:01:34 2009,OMG! I just watched the clip of Bret Michaels at the Tonys. I hope he's okay. ,org watch clip bet michael tone hope okay
1,Mon Jun 15 13:43:51 2009,@HesTheItBoy hi gil ,hestheitboy hi girl
1,Wed Jun 03 08:43:16 2009,@JammedHands That is such a good episode! I love Gilmore Girls ,jammedhand good episode love wilmot girl
1,Sun May 31 01:15:55 2009,"@TheHollyJohnson Excellent choice, fantastic song! I shall send a &quot;prop&quot; your way ",thehollyjohnson expel choice fantasy song shall send quit prop quit way
1,Mon May 18 00:44:37 2009,"gonna catch the movie Angels &amp; Demons tonight, can't wait! ",na catch move angel amp demon tonight ca wait
0,Mon Jun 22 11:24:57 2009,oh  btw dont reply or ill get texts during a wedding,oh bow dont reply ill get text due wed
0,Fri Jun 19 03:15:42 2009,@Maynardcomau boy I thought you knew me better than that??? ,maynardcomau boy thought knew better 
0,Fri Jun 19 14:27:21 2009,i'm Bumbed about the lego batman being sold out ,dumb leg batman sold 
0,Fri Jun 19 18:41:30 2009,I really want to go to Disneyland so bad!!! I miss being a kid ,really want go disneyland bad miss kid
0,Thu May 28 23:32:55 2009,Someone make me a cofffeeeeeee......  ,someone make cofffeeeee ......
1,Sat May 30 10:19:40 2009,Laying out! Then gonna ride my bike some.. ,lay na ride bike 
1,Sun May 31 01:08:05 2009,past 2 weeks I've been trying to help my mom find the song she had been obsessing. Finally it! After Tonight by Justin Nozuka!!  i'm good,past 2 week try help mon find song abscess final tonight austin nozuka good
0,Sun May 10 04:07:53 2009,"@hanshillen If you use VoiceOver, it's Ctrl+Option+Shift+M. I know there's also a native OS X keystroke, but it escapes me right now. ",hanshillen use voice ctrl+option+shift+know also native os x keystrok escape right 
0,Fri Jun 05 17:04:21 2009,"really, really , really miss my Cowboy! ",really really really miss cowboy
0,Tue Jun 16 19:02:38 2009,ok i gotta hit the sack now - its 3am london time. i've gotta him the gym again  tomorrow my six pack is still buried under a keg ,ok got ta hit sack london time got ta grm tomorrow six pack still burn keg
1,Sun Jun 07 02:50:25 2009,"@roxerally alright hun, hope you get some sleep ",boxer alright run hope get sleep
1,Mon Jun 15 06:55:28 2009,@myinnersexygirl good morning! i see you ,myinnersexygirl good see 
0,Sun May 03 03:59:21 2009,@MarPart67 no  lol new finger joints would help tho,marpart67 new finger joint would help 
1,Mon Jun 01 17:54:08 2009,Finished packing the kids bags for Bonnaroo!! Only 9 days left till we hit the road. Not that I'm counting or anything  #fb,finish pack kid bag bonnaroo 9 day left till hit road count ff
1,Fri May 29 19:08:25 2009,"@techconclave - Not sure what is wrong with it, just get the spinning wheel and nothing happens and sure why not YT PM me the info ",techconclav sure wrong get spin wheel happen sure pm 
0,Sun Apr 19 00:01:55 2009,"@zackalltimelow  Now why in the hell would people make fun of you, Zack? I'm literally pouting right now.",zackalltimelow hell would people make fun back later right 
0,Sat Jun 06 02:17:47 2009,@_supernatural_ http://twitpic.com/6qdq6 - Don't cry puppy!  *hugs*,supernatural http //twitpic.com/6qdq6 cry puppy hug
0,Fri May 22 07:10:56 2009,I was changing a poopy diaper at 3am and Zane decided that was a great time to poop again - ALL OVER ME! I'm traumatized for life ,wa change poor dinner lane decide wa great time poor trauma life
0,Thu Jun 18 23:40:36 2009,my heart just shattered into a million little peices ,heart shatter million little epic
0,Tue Apr 07 08:25:13 2009,"Nice morning for our walk. A breeze out of the N., clear skies. Still not done with the taxes. ",nice walk breeze clear sky still done tax
1,Tue Jun 16 03:31:01 2009,"OMFG!!!!  its 26 days until THIS IS IT!!!!!  for t hose who dont kno, thats Michael Jackson's string of London shows! AHHHHHH YAAAY ",26 day dont michael jackson string london show ahhhhhh away
0,Sun May 03 08:29:53 2009,I have no followers  LOL I suck!!,follow suck
1,Sun Jun 07 07:32:03 2009,"Getting into bed.. Today Dtox Sundays pool party @ the Radisson in Whittier, CA opens and Spundae pres. Full Moon @ VooDoo tonight in LV! ",get bed today sunday pool part madison whittier ca open sound pre full moon voodoo tonight 
1,Sun May 31 05:33:30 2009,Question of the day: which exotic city in Indonesia that you want to visit? ,question day exit city indonesia want visit
1,Sun Jun 07 14:20:53 2009,wow long weekend. finally home. relaxing with a movie. ,long weekend final home relax move
0,Wed Jun 17 09:20:49 2009,"Is it...? Cammit, it's not lunchtime yet...   #squarespace",... commit lunchtime yet ... squarespac
0,Mon Jun 01 16:30:57 2009,half an hour. getting hot outside. oh jeeeeeeeze.. gonna be around 80 F tomorrow. fail ,half hour get hot outside oh jeeeeeeez na around 80 f tomorrow fail
1,Sat Jun 06 16:33:12 2009,On my way to cousin's debut ,way cousin debut
1,Fri May 29 22:22:17 2009,"Oooh, Prototype is out in a little over a week, fuck yeah ",oooh prototyp little week fuck yeah
0,Mon Jun 01 20:42:40 2009,shopping for all the things Aly will need want she gets her tonsils out tomorrow ,shop thing ali need want get tonsil tomorrow
1,Sun Jun 07 12:05:32 2009,@ashleymoran Yeah. That or you're going to get really bored of listening to my voice... ,ashleymoran yeah go get really bore listen voice ...
0,Sun Jun 14 22:58:08 2009,Fantasmic got cleaned up so it looks cool and shiny XD but they didn't have a dragon ,fantasy got clean look cool shiny dragon
0,Thu Jun 18 15:08:36 2009,finger stop bleeding please! i can't play juno ,finger stop bleed plea ca play june
0,Mon Jun 22 15:19:18 2009,I have a migraine still  laying down thinking...cats are racing around the house...hungry for DQ rasp. Sundae...hmm http://mypict.me/54O0,grain still lay think ... cat race around ... hungry grasp sunday ... http //mypict./54o0
1,Mon Jun 15 19:30:36 2009,@MartianLove dang now I feel part of a community! Thanks  And a new follower here! Good insight which I appreciate!,martianlov sang feel part common thank new follow good insight appreci
0,Fri Jun 19 19:08:20 2009,@williammm girl but in n out is so greeeeeeezy ,william girl n greeeeeeezi
1,Fri Jun 05 19:06:05 2009,âª Hey hey I wanna be a rockstar Hey hey I wanna be a rockstaaar (........) âª [/vÃ­cio ,âª hey hey wan na rockstar hey hey wan na rockstaaar ........ âª /vã­cio
1,Sun May 17 10:30:07 2009,Wants @dougiwmcfly to shout out: Cause I'm bluffin with ma muffin xD muhaha ,want dougiwmcfli shout bluff coffin muhaha
1,Sun May 31 03:54:58 2009,is back to floody Manila. Pinatubo had a cloudy and drizzly weather. It was still beautiful.  http://plurk.com/p/xdjio,back flood manila pinatubo clouds grizzly weather wa still beauty http //plurk.com/p/xdjio
1,Sat May 30 12:47:03 2009,I like that BOOM BOOM POW...! ,like boom boom ...
1,Sat Jun 06 21:20:54 2009,I have officially put together an epic playlist for my road trip to Hershey tomorrow. ,office put together epic playlist road trip jersey tomorrow
1,Fri Apr 17 20:42:35 2009,Going to the movies to see 17 Again ,go move see 17 
0,Sun May 03 04:09:21 2009,Alarm didnt go off. Missed my flight this morning   waiting for three hrs in airport for next one,alarm go miss flight wait three airport next one
0,Fri Jun 05 13:49:49 2009,"@GoodTimesAreGon yeah I was just going to change my password and it says my old one is wrong   someonechangedit, im afraid 2 log out ",goodtimesaregon yeah wa go change password say old one wrong someonechangedit afraid 2 log 
0,Sat Jun 20 00:18:23 2009,@tennisetviola Em.. Adrie is a man name with Dutchies  sorry!,tennisetviola em man name dutch sorry
0,Mon Apr 06 22:41:33 2009,i have to fill two hours ,fill two hour
1,Sat Jun 06 21:28:56 2009,@mynameisforge you are crazy without the story ,mynameisforg crazy without story
0,Tue Jun 16 15:52:21 2009,"Little kids. Are. Really, really. Annoying. ",little kid really really annoy
0,Sun Apr 19 12:25:49 2009,"@pfspleen ha ha, I am much better than any man!!! Although I'm not too good with databases and that's all we have at school ",spleen ha ha much better man although good data school
0,Tue Apr 21 01:24:46 2009,I can't even watch the hills cuz I have no cable  buttttttt I can watch it online! Yay!,ca even watch hill cut call buttttttt watch online may
1,Sun May 17 10:59:48 2009,david archuleta - touch your hand... love it really ,david archuleta touch hand ... love really
0,Sun May 03 05:00:42 2009,feels like im getting no where with this...omg...i swear it will be more productive for me to bang my head against a brick wall  *cries*,feel like get ... org ... swear product bang head brick wall cry
0,Sat May 16 20:43:54 2009,"@OriginalOG weather is very wet, thunder storms and about 15 degrees Celcius today crappy seeing as it is our long weekend ",original weather wet thunder storm 15 dear calcium today rapp see long weekend
0,Sun Jun 14 23:17:52 2009,"says cried so hard last night...now, my eyes hurt.  http://plurk.com/p/1100lw",say cry hard last night ... eye hurt http //plurk.com/p/1100lw
1,Mon Jun 01 16:09:27 2009,"watchin me some 106 and park, jeremih is a cutie ",watching 106 park jeremiah cut
1,Sun May 31 09:05:28 2009,Gooooooddddd Sunday Afternoon My Twigga Babies ,gooooooddddd sunday afternoon twigs baby
1,Sat May 30 16:20:01 2009,just going to bed  ni-night xx,go bed midnight xx
1,Mon Jun 15 18:09:49 2009,@surferbabe_ THANKS! ,surferbabe_ thank
0,Sun Jun 21 03:43:44 2009,oh my God!! may Neda and all other victims RIP ,oh god may ned victim rip
0,Fri Jun 19 14:20:25 2009,everyones fones are getting ruined including mine ,everyone one get ruin include mine
1,Wed Jun 03 02:32:08 2009,@Jessimikaaaa I just had some hungry jacks!     And a pavlova ,jessimikaaaa hungry jack pavlovna
1,Fri May 29 19:57:22 2009,"@ddlovato btw, I am so coming to the SUMMER TOUR Demi ",ddlovato bow come summer tour semi
1,Fri May 01 23:00:55 2009,morning everyone ,everyone
0,Sat Jun 06 18:29:31 2009,i want my brother home so i can play sims 3 ,want brother home play 3
1,Mon Jun 01 08:33:10 2009,@RobinLeaf Thanks for checking out the FURminator website - let me know if you have any questions. Happy to chat ,robinleaf thank check forming west let know question happy chat
1,Sun May 10 02:42:07 2009,Happy Mothers day to all the Mom's on there!! ,happy mother day mon 
0,Sun Jun 21 09:53:05 2009,Camping rucksack and airbed - bought. Tent - definitely up for discussion  why can't it be big AND easy to carry?,camp rucksack air bought tent definite discuss ca big east carry
0,Fri Jun 19 17:56:17 2009,just woke up from a nap now I'm feelin groggy. not a pleasant feeling  i'm still insanely tired too! bummer man,woke nap feeling groggi pleasant feel still insane tire summer man
0,Sun Jun 21 07:30:55 2009,"has just done one past paper, will do another in 5 mins ",ha done one past paper 5 min
1,Sat Jun 06 13:26:57 2009,@umahameed so lucky girl. Say hi to Big Ben for me pleaseee ,madam luck girl say hi big ben please
1,Sun May 31 16:04:03 2009,tonight was good. chats were amazing. i love the girlies ,tonight wa good chat may love girl
1,Fri May 22 04:22:16 2009,@lisamariemary - Well hello there  I'm glad I did pop up on your Twitter stream! How are you doing?,lisamariemari well hello glad pop twitter stream 
1,Tue Apr 07 07:35:37 2009,"@REMEMBERMENINAB haha nice....check the DM i sent yesterday, when you get up ",remembermeninab hata nice .... check sent yesterday get 
0,Fri Jun 19 01:00:35 2009,@SarahSaner that's the spirit - can you send some of your energy over to me! Got 2 take one of the dogs to vets &amp; then go 2 work! Ugh! ,sarahsan spirit send energy got 2 take one dog met amp go 2 work ugh
1,Fri Apr 17 21:22:25 2009,Getting ready to work ,get ready work
1,Fri May 29 00:11:42 2009,http://twitpic.com/66580 - not my best work. but HAIRCUT ,http //twitpic.com/66580 best work haircut
1,Wed Jun 03 09:37:34 2009,@mad_dancer Gotta give em credit for some morning daylight lovin ,mad_danc got ta give em credit daylight loving
0,Thu May 28 23:18:27 2009,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz,seemouserun try jump without trampling like thud thud eaten cook http //myloc./1xiz
1,Wed Jun 03 09:56:29 2009,@CinDaily  uh....just the one? ,cindaili .... one
0,Mon May 04 02:57:29 2009,Catching up on paperwork ,catch paperwork
0,Thu Jun 18 14:07:49 2009,Now I want some Teddy Grahams!!!   ,want teddy graham
0,Fri Jun 19 15:28:13 2009,on my way to dallas! only 2 and a haf hours left ,way dallas 2 hour left
1,Sun May 31 19:36:28 2009,@webaddict Johnny Carson didnt want Jay Leno on the show...so Im not sure he is turning over in his grave for Conan ,webaddict johnny carson want jay lent show ... sure turn hi grave conan
0,Fri Jun 19 08:49:36 2009,"I'm overwhelmed. I don't speak Englisch, but this page is in this language. I don't understand it! ",overwhelm speak english page language understand 
1,Sun May 03 04:33:29 2009,@MmmBennodaCock I can't believe you actually followed him AND asked him!! You're officially my idol! P.S Me loves your username ,mmmbennodacock ca believe actual follow ask office idol pp love usernam
1,Sun Jun 14 23:37:52 2009,@xoxo_sa whaaaaaa.... I be fat ... Not really... More like pleasantly plump ,xoxo_sa whaaaaaa .... fat ... really ... like pleasantly plump
1,Mon May 18 05:21:25 2009,"@bertadp are you staying home after lunch?? I think I have to be to your place at 15,30. Hope I see ya ","bertadp stay home lunch think place 15,30 hope see "
1,Fri May 29 09:14:25 2009,@MrsRRC: he's a hot sexy ass actor!!!!!! mmmmm yummy ,mrsrrc hot semi ass actor mamma gumma
0,Fri Jun 19 06:59:03 2009,just woke up and have a really bad sore throat.  I hope i'm not getting sick right before i leave to go to college. ,woke really bad sore throat hope get sick right leave go college
0,Fri Jun 05 12:32:27 2009,Walking home I have Allisons keys ,walk home allison key
1,Mon Jun 01 17:04:01 2009,@ChargerJenn Glad to hear Dave is better  Can not wait for Tuesday show (Wednesday morning for me),chargerjenn glad hear dave better wait tuesday show wednesday 
0,Fri Jun 19 19:22:16 2009,"@TallWASP: Me, too! If I weren't planning on just going to bed, I'd invite you over. Alas! Already reading in bed. ",tallwasp plan go bed invite already read bed
1,Wed Jun 03 07:41:34 2009,Good morning!!! ,good 
0,Fri Jun 19 18:41:07 2009,I want to be in pittsburgh. ,want pittsburgh
1,Fri Jun 05 22:50:45 2009,@tommcfly Maybe you should invite the rest of the band to sleep too! haha.. i think they're so tired of your show? Well.. Goodninght TOM! ,tommcfli may invite rest band sleep hata think tire show well goodninght tom
1,Sun May 31 11:01:42 2009,@sandrarzo1 haha ok ill let you know when we head over ,sandrarzo1 hata ok ill let know head 
1,Sun May 17 23:30:18 2009,@renu19 What brand of coffee was that? ;-) Please send me some!! I need that badly! ,renu19 brand wa plea send need badly
0,Sun Jun 07 12:46:49 2009,&quot;I know you're here but I still feel alone&quot; ,quit know still feel along quit
1,Fri May 29 17:37:12 2009,@jenifel aww =( yes @ItsNeet is very good at updating u on missed tweets ,jenifel www ye itsneet good update u miss sweet
1,Fri May 22 07:09:48 2009,@mmitchelldaviss Your amazing. Love your little show  what's this about ellen?,mmitchelldaviss may love little show ellen
1,Fri Jun 05 17:35:29 2009,Aww @iamdiddy what's wrong... SMILE** !!!! GOD BLESS... XOXO ,www iamdiddi wrong ... smile god bless ... 
1,Sun May 31 10:53:55 2009,@tanisharenee08 I'm so proud of u ,tanisharenee08 proud u
1,Sun May 17 06:32:13 2009,I Just Gave My Friend Some Excellent Advice! Laughs ,gave friend expel advice laugh
1,Fri May 22 03:33:30 2009,is &quot;just a boy. trying to change his life for the better&quot;. bring it on. ,quit boy try change hi life better quit bring 
0,Fri Jun 05 08:40:51 2009,Much happier with rain than with sun but i dun like thunder ,much happier rain sun dun like thunder
0,Mon Jun 01 16:55:28 2009,I'm such an idiot. I totally forgot to tape Harper's Island on Sunday night ,idiot total forgot tape harper island sunday night
0,Sat May 30 00:59:47 2009,sleepinq bitches ; missinq my honey bun munchkin butt  O529O9 ?,sleeping bitch missing honey munching butt o529o9
1,Sun Jun 07 14:57:22 2009,@zayman3 I don't think I can believe you.. It's NEVER been used before!! ,layman think believe never use 
0,Fri Jun 05 17:49:00 2009,@BLEVisthename more tests? R u okay ,blevisthenam test r u okay
1,Sun May 03 08:56:11 2009,Onihdiwb  Alivia wrote that  lol,onihdiwb alicia wrote 
1,Sat May 16 23:45:23 2009,"@Zaga if you like to read, its really awesome. if he does get one, you should have him contact me ",age like read really awesom doe get one contact 
1,Wed Jun 03 04:17:46 2009,@dkris Hello...back to twitter senior ,dark hello ... back twitter senior
0,Thu Jun 18 11:03:14 2009,just found out my van had 2 be sent 2 dealer. I hope I get it back this week. I miss the Odyssey ,found van 2 sent 2 dealer hope get back week miss odyssey
0,Sun Jun 07 07:32:59 2009,KS dust gone from La Cruz. Flint Hills killed a 2nd tire on my bike ,dust gone la cruz flint hill kill tire bike
1,Tue May 26 22:47:36 2009,At the melting pot! Happy hour. Yumm.  I hope I don't get bad gas from the cheese n beer LOL!,melt pot happy hour yuma hope get bad ga cheek n beer 
0,Mon Apr 20 02:30:26 2009,Monday blues ,monday blue
0,Mon Jun 15 23:09:45 2009,@SuperUber7 PS - my cowbell stayed in my bag for the whole of #Bonnaroo. I fail. ,superuber7 cowboy stay bag whole bonnaroo fail
1,Sun May 10 21:17:11 2009,@allenbenjamin it will be! you gonna be around this summer? i'll let ya try some ,allenbenjamin na around summer let try 
1,Tue Jun 02 05:03:48 2009,@radioplay http://twitpic.com/6g0m7 - Yay! #41 is my fave!  I â¥ #dmb!!!,radioplay http //twitpic.com/6g0m7 may 41 â¥ mb
0,Tue Jun 02 09:41:10 2009,"Ok,, so I don't wanna be a traitor to humanity or anything but am I the only one in the whole world that isnt liking this heat?? â¼ ",ok wan na traitor human one whole world like heat â¼
1,Sun Jun 14 23:25:32 2009,@ashdonaldson I'll look out for you and plonk opp  I'm hoping @sophystar has a nice spare room at the Cumberland should I need it ,ashdonaldson look plank pp hope sophystar ha nice spare room cumberland need 
1,Mon Jun 01 01:27:47 2009,@huwstephens i will have mne some of that! This twitter is useful after all ,huwstephen one twitter use 
1,Fri Jun 05 17:03:23 2009,#seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day ,seb-day seb-day seb-day seb-day seb-day seb-day seb-day seb-day seb-day seb-day seb-day seb-day seb-day seb-day
1,Sun May 31 15:27:46 2009,Baby got back ,baby got back
0,Tue Jun 16 09:34:39 2009,Is stiiilllll ill  BUT,stiiilllll ill 
0,Sat Jun 20 09:41:06 2009,Someone broke into my car last night.  Broke out the side window.  ,someone broke car last night broke side window
1,Sun May 17 20:40:26 2009,But it keeps us fair ,keep us fair
0,Sun May 31 08:11:52 2009,@Mahogany85 I would have but I feel asleep ,mahogany would feel asleep
0,Wed Jun 17 17:14:48 2009,Another late night this time researching dissertation topics. Don't think i'll have one for friday ,late night time research dissent topic think one friday
1,Mon May 04 02:33:12 2009,@dexterouslady the next best thing other than being bored is being bored and being able to share it with people on twitter.... ,dexterousladi next best thing bore bore share people twitter ....
0,Fri May 29 12:55:45 2009,Time to head back home. My business here is done. ,time head back home busy done
0,Sun May 17 04:04:18 2009,is gutted at the prison break ending ,gut prison break end
0,Fri Jun 19 09:03:49 2009,So sad when my playlists don't fit - Baby has needed a new ipod for the longest time.. One that actually holds all my songs!!! ,sad playlist fit baby ha need new upon longest time one actual hold song
1,Sun Jun 07 02:00:02 2009,going to church  with Toni,go church tone
1,Mon Jun 15 08:18:43 2009,Twitpic  comes in handy. ,twitpic come hand
1,Mon Jun 15 19:32:29 2009,Hahaha I love &quot;the soup&quot; it's great ,havana love quit soup quit great
0,Sun May 03 23:51:26 2009,"dude if ya cant get ur money back. on the ticket or even sell it, ill send the money over. im gutted i cant go ",due get money back ticket even sell ill send money gut go
1,Sat May 30 03:33:07 2009,i'm going to take me dog yogi out for a liitle walk then sunbath in me back garden till 4pm then get ready for work. my day is al planned ,go take dog little walk sabbath back garden till pm get ready work day al plan
0,Mon May 18 07:04:19 2009,Looks like someone has a case of the Mondays.  Back to work ,look like someone ha case monday back work
1,Sun May 31 19:11:02 2009,@Dekkerd509 haha maybe because she is fabulous. ,dekkerd509 hata may beau fall
1,Wed Jun 03 08:15:52 2009,WHY SO SERIOUS?  Hahahaaa,serious hahahaaa
1,Sun May 10 20:11:36 2009,Get into it! http://www.modelhomeproject.com/ Big things coming   Missing my tweeps but more to come so stay posted!!,get http // big thing come miss weep come stay post
1,Mon Jun 15 17:51:30 2009,I cant wait for The Daily Show tonight ,wait daily show tonight
1,Sun May 10 00:51:32 2009,"@steveplunkett  Hey, I need a car too. I'll dm you my address. ",steveplunkett hey need car address
0,Fri May 29 09:41:24 2009,"@SaschaIllyvich i guess that means you didn't beta-read either of my stories, huh? ",saschaillyvich guess mean beta-read either story hut
0,Sun Jun 21 03:36:51 2009,"Everyone at the N&amp;N is lovely, but why don't doctors ever look like they do on the Telly ",everyone n amp n love doctor ever look like tell
0,Fri May 29 00:21:26 2009,I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much ,love music much gone pain play side finger feel blister play much
1,Thu Jun 04 09:46:57 2009,@themacgirl no place like it.  sing some 'my old ky home' and you will feel better ,themacgirl place like sing mi old home feel better
